訂單編號,日期,星期,分店,時段,天氣,會員編號,品項,類別,數量,單價,金額
A22709,2026-08-15,星期六,板橋店,早上,晴,,起司蛋糕,烘焙,6,120,720.0
A23602,2026-08-27,星期四,信義店,下午,晴,,肉桂捲,烘焙,1,85,85.0
A22481,2026-08-13,星期四,板橋店,下午,晴,,起司蛋糕,烘焙,1,120,120.0
A23042,2026-08-19,星期三,板橋店,早上,晴,M0158,拿鐵,咖啡,1,90,90.0
A23188,2026-08-21,星期五,板橋店,晚上,陰,M1785,拿鐵,咖啡,2,90,180.0
A21741,2026-08-04,星期二,信義店,早上,雨,,美式咖啡,咖啡,3,70,210.0
A22200,2026-08-09,星期日,板橋店,早上,晴,M0249,美式咖啡,咖啡,3,70,210.0
A23023,2026/08/19,星期三,信義店,早上,晴,,拿鐵,咖啡,3,90,270.0
A21643,2026/08/02,星期日,中壢店,早上,陰,M0721,紅茶,茶飲,1,50,50.0
A21601,2026-08-02,星期日,板橋店,早上,陰,,紅茶,茶飲,3,50,150.0
A23490,2026-08-25,星期二,板橋店,下午,雨,M1886,美式咖啡,咖啡,2,70,140.0
A23369,2026-08-23,星期日,信義店,早上,雨,M1997,拿鐵,咖啡,3,90,270.0
A22850,2026-08-16,星期日,中壢店,早上,陰,,起司蛋糕,烘焙,2,120,240.0
A22835,2026-08-16,星期日,板橋店,晚上,陰,,卡布奇諾,咖啡,2,95,190.0
A21537,2026-08-01,星期六,板橋店,早上,雨,,拿鐵,咖啡,2,90,180.0
A22541,2026-08-14,星期五,信義店,晚上,晴,M1082,抹茶拿鐵,茶飲,1,100,100.0
A21895,2026-08-06,星期四,中壢店,早上,陰,,拿鐵,咖啡,3,90,270.0
A22290,2026-08-10,星期一,板橋店,早上,晴,,紅茶,茶飲,3,50,150.0
A22445,2026-08-13,星期四,信義店,下午,晴,M0710,拿鐵,咖啡,1,90,90.0
A22907,2026-08-17,星期一,板橋店,晚上,晴,M1072,可頌,烘焙,2,60,
A21790,2026-08-05,星期三,信義店,下午,雨,,美式咖啡,咖啡,1,70,70.0
A22494,2026-08-13,星期四,中壢店,早上,晴,M1877,可頌,烘焙,2,60,120.0
A23855,2026-08-29,星期六,中壢店,晚上,陰,,卡布奇諾,咖啡,1,95,95.0
A23528,2026-08-26,星期三,信義店,下午,陰,M0063,拿鐵,咖啡,1,90,90.0
A21599,2026-08-02,星期日,信義店,晚上,陰,M1123,美式咖啡,咖啡,3,70,210.0
A21715,2026-08-03,星期一,中壢店,下午,晴,M0333,拿鐵,咖啡,2,90,180.0
A22207,2026-08-09,星期日,中壢店,晚上,晴,M1591,紅茶,茶飲,1,50,50.0
A22408,2026-08-12,星期三,板橋店,早上,陰,,拿鐵,咖啡,1,90,90.0
A22174,2026-08-09,星期日,板橋店,早上,晴,,卡布奇諾,咖啡,1,95,95.0
A21578,2026-08-02,星期日,信義店,早上,陰,,美式咖啡,咖啡,1,70,70.0
A23494,2026-08-25,星期二,板橋店,早上,雨,M1519,美式咖啡,咖啡,1,70,70.0
A23417,2026-08-24,星期一,信義店,早上,晴,M0650,可頌,烘焙,2,60,120.0
A23659,2026-08-28,星期五,信義店,下午,晴,,紅茶,茶飲,2,50,100.0
A22742,2026-08-15,星期六,中壢店,早上,晴,M1174,美式咖啡,咖啡,1,70,70.0
A23730,2026-08-28,星期五,板橋店,下午,晴,M1847,拿鐵,咖啡,1,90,
A23791,20260829,星期六,信義店,早上,陰,M1103,美式咖啡,咖啡,1,70,70.0
A23271,2026-08-22,星期六,信義店,早上,晴,M1883,美式咖啡,咖啡,1,70,70.0
A23469,2026/08/24,星期一,中壢店,下午,晴,M1197,紅茶,茶飲,1,50,50.0
A22070,2026-08-08,星期六,板橋店,早上,雨,M0430,卡布奇諾,咖啡,1,95,95.0
A22919,2026-08-17,星期一,板橋店,早上,晴,M1614,可頌,烘焙,1,60,60.0
A23252,2026-08-22,星期六,信義店,下午,晴,M0932,美式咖啡,咖啡,3,70,210.0
A22543,2026-08-14,星期五,信義店,晚上,晴,,抹茶拿鐵,茶飲,1,100,100.0
A22713,2026-08-15,星期六,板橋店,下午,晴,,美式咖啡,咖啡,2,70,140.0
X0003,2026-08-17,星期一,板橋店,早上,晴,M0613,拿鐵,咖啡,-1,90,-90.0
A21740,2026-08-04,星期二,信義店,下午,雨,M1169,抹茶拿鐵,茶飲,2,100,200.0
A21487,20260801,星期六,信義店,晚上,雨,M1239,肉桂捲,烘焙,1,85,85.0
A22516,2026-08-14,星期五,信義店,早上,晴,M1441,拿鐵,咖啡,2,90,180.0
A23829,2026-08-29,星期六,中壢店,早上,陰,M0647,起司蛋糕,烘焙,2,120,240.0
A22908,2026/08/17,星期一,板橋店,下午,晴,M0535,拿鐵,咖啡,2,90,180.0
A23235,2026-08-21,星期五,中壢店,早上,陰,,卡布奇諾,咖啡,2,95,190.0
A23926,2026-08-30,星期日,板橋店,晚上,晴,,可頌,烘焙,1,60,60.0
A22068,2026-08-08,星期六,板橋店,下午,雨,M0681,可頌,烘焙,1,60,60.0
A22625,2026-08-15,星期六,信義店,晚上,晴,M1721,拿鐵,咖啡,2,90,180.0
A22314,2026-08-11,星期二,信義店,早上,雨,M0111,美式咖啡,咖啡,1,70,70.0
A23850,2026/08/29,星期六,中壢店,晚上,陰,M1706,美式咖啡,咖啡,2,70,140.0
A22488,2026-08-13,星期四,板橋店,早上,晴,M1906,抹茶拿鐵,茶飲,2,100,200.0
A21830,2026-08-05,星期三,中壢店　,下午,雨,M0753,紅茶,茶飲,1,50,50.0
A23368,2026-08-23,星期日,信義店,早上,雨,M0669,卡布奇諾,咖啡,2,95,190.0
A23818,2026-08-29,星期六,板橋店,下午,陰,,抹茶拿鐵,茶飲,1,100,100.0
A23471,2026-08-25,星期二,信義店,下午,雨,M0462,拿鐵,咖啡,1,90,90.0
A23178,2026-08-21,星期五,板橋店,下午,陰,M0335,起司蛋糕,烘焙,1,120,120.0
A23955,2026-08-30,星期日,中壢店,早上,晴,,可頌,烘焙,3,60,180.0
A23317,2026-08-22,星期六,板橋店,下午,晴,,紅茶,茶飲,1,50,50.0
A22081,2026-08-08,星期六,中壢店,下午,雨,M0696,起司蛋糕,烘焙,2,120,240.0
A22652,2026-08-15,星期六,信義店,早上,晴,M1379,起司蛋糕,烘焙,1,120,120.0
A21563,2026-08-01,星期六,中壢店,下午,雨,M0809,紅茶,茶飲,3,50,150.0
A21593,2026-08-02,星期日,信義店,早上,陰,M1497,美式咖啡,咖啡,2,70,140.0
A22688,2026-08-15,星期六,板橋店,下午,晴,M0525,卡布奇諾,咖啡,3,95,285.0
A21510,2026-08-01,星期六,板橋店,早上,雨,M0986,可頌,烘焙,1,60,60.0
A22671,2026-08-15,星期六,信義店,早上,晴,M0997,起司蛋糕,烘焙,2,120,240.0
A22418,2026-08-12,星期三,中壢店,早上,陰,,美式咖啡,咖啡,1,70,70.0
A23039,2026-08-19,星期三,板橋店,晚上,晴,M0489,拿鐵,咖啡,1,90,90.0
A23171,2026-08-21,星期五,信義店,下午,陰,M1550,拿鐵,咖啡,1,90,90.0
A22348,2026-08-11,星期二,中壢店,下午,雨,,拿鐵,咖啡,1,90,90.0
A21506,2026/08/01,星期六,信義店,下午,雨,M1506,卡布奇諾,咖啡,1,95,95.0
A23290,2026-08-22,星期六,板橋店,下午,晴,M0608,美式咖啡,咖啡,2,70,140.0
A21666,2026-08-03,星期一,信義店,下午,晴,,卡布奇諾,咖啡,3,95,285.0
A21554,2026-08-01,星期六,中壢店,下午,雨,M1356,起司蛋糕,烘焙,2,120,240.0
A22834,2026-08-16,星期日,板橋,早上,陰,,美式咖啡,咖啡,1,70,70.0
A22213,2026-08-09,星期日,中壢店,早上,晴,M1288,紅茶,茶飲,1,50,50.0
A23595,2026-08-27,星期四,信義店,下午,晴,M1572,美式咖啡,咖啡,2,70,140.0
A21842,2026-08-06,星期四,信義店,晚上,陰,M1569,拿鐵,咖啡,1,90,90.0
A23338,2026-08-22,星期六,中壢店,晚上,晴,M0679,肉桂捲,烘焙,1,85,85.0
A22853,2026-08-16,星期日,中壢店,下午,陰,,抹茶拿鐵,茶飲,3,100,300.0
A22003,2026-08-07,星期五,中壢店,晚上,晴,,拿鐵,咖啡,1,90,90.0
A21733,2026-08-04,星期二,信義店,早上,雨,,紅茶,茶飲,1,50,50.0
A22740,2026-08-15,星期六,中壢店,早上,晴,M0548,肉桂捲,烘焙,2,85,170.0
A22131,2026-08-09,星期日,信義店,早上,晴,M1982,紅茶,茶飲,9,50,450.0
A21659,2026-08-03,星期一,信義店,下午,晴,,紅茶,茶飲,1,50,50.0
A22219,2026/08/09,星期日,中壢店,晚上,晴,M0919,卡布奇諾,咖啡,2,95,190.0
A22649,2026-08-15,星期六,信義店,下午,晴,M1161,拿鐵,咖啡,2,90,180.0
A21907,2026-08-06,星期四,中壢店,早上,陰,,拿鐵,咖啡,3,90,270.0
A22663,2026-08-15,星期六,信義店,下午,晴,M1455,肉桂捲,烘焙,2,85,170.0
A23654,2026-08-27,星期四,中壢,下午,晴,M1300,拿鐵,咖啡,2,90,180.0
A23064,2026-08-19,星期三,中壢店,下午,晴,,紅茶,茶飲,1,50,50.0
X0018,2026-08-22,星期六,中壢店,早上,晴,M0879,紅茶,茶飲,-2,50,-100.0
A23786,20260829,星期六,信義店,下午,陰,,抹茶拿鐵,茶飲,2,100,200.0
A22904,2026/08/17,星期一,板橋店,下午,晴,,拿鐵,咖啡,1,90,90.0
A21748,2026-08-04,星期二,信義店,早上,雨,,美式咖啡,咖啡,3,70,210.0
A23004,2026-08-19,星期三,信義店,早上,晴,M1983,拿鐵,咖啡,1,90,90.0
A23720,2026-08-28,星期五,板橋店,下午,晴,,可頌,烘焙,1,60,60.0
A22897,2026-08-17,星期一,信義店,下午,晴,M0229,可頌,烘焙,2,60,120.0
A23006,2026-08-19,星期三,信義店,下午,晴,,拿鐵,咖啡,1,90,90.0
A23944,2026-08-30,星期日,中壢店,下午,晴,M1534,可頌,烘焙,1,60,60.0
A21496,2026/08/01,星期六,信義店,晚上,雨,M0219,拿鐵,咖啡,2,90,180.0
A23034,2026-08-19,星期三,板橋店,晚上,晴,M1963,紅茶,茶飲,1,50,50.0
A22297,2026-08-10,星期一,中壢店,下午,晴,,美式咖啡,咖啡,2,70,140.0
A22186,2026-08-09,星期日,板橋店,晚上,晴,,抹茶拿鐵,茶飲,2,100,200.0
A22881,2026-08-17,星期一,信義店,下午,晴,,美式咖啡,咖啡,1,70,70.0
A23686,2026-08-28,星期五,信義店,早上,晴,M0061,拿鐵,咖啡,3,90,270.0
A21925,2026-08-07,星期五,信義店,下午,晴,,拿鐵,咖啡,2,90,180.0
A22546,2026-08-14,星期五,信義店,晚上,晴,,拿鐵,咖啡,3,90,270.0
A23723,2026-08-28,星期五,板橋店,下午,晴,,拿鐵,咖啡,1,90,90.0
A21661,2026-08-03,星期一,信義店 ,早上,晴,M0510,拿鐵,咖啡,1,90,90.0
A22474,2026-08-13,星期四,板橋店,下午,晴,M0679,抹茶拿鐵,茶飲,2,100,200.0
A22540,2026-08-14,星期五,信義店,下午,晴,M0489,可頌,烘焙,2,60,120.0
A21627,2026-08-02,星期日,板橋店,早上,陰,,卡布奇諾,咖啡,1,95,95.0
A23448,2026-08-24,星期一,板橋店,早上,晴,M0338,肉桂捲,烘焙,1,85,85.0
A22977,2026-08-18,星期二,板橋店,早上,陰,M0989,拿鐵,咖啡,3,90,270.0
A21855,2026-08-06,星期四,信義店,早上,陰,M0241,紅茶,茶飲,1,50,50.0
A22547,2026-08-14,星期五,信義店,早上,晴,,美式咖啡,咖啡,2,70,140.0
A21753,2026-08-04,星期二,板橋店,晚上,雨,M1769,拿鐵,咖啡,1,90,90.0
A21579,2026-08-02,星期日,信義店,下午,陰,M1164,卡布奇諾,咖啡,1,95,95.0
A23819,2026-08-29,星期六,板橋店,晚上,陰,M0180,肉桂捲,烘焙,3,85,255.0
A23758,2026-08-29,星期六,信義店,早上,陰,,拿鐵,咖啡,3,90,270.0
A23200,2026/08/21,星期五,板橋店,晚上,陰,M1051,紅茶,茶飲,3,50,150.0
A22409,2026-08-12,星期三,板橋店,早上,陰,,拿鐵,咖啡,1,90,90.0
A22451,2026-08-13,星期四,信義店,早上,晴,,拿鐵,咖啡,2,90,180.0
A22784,2026-08-16,星期日,信義店,早上,陰,M1117,起司蛋糕,烘焙,1,120,120.0
A22453,2026-08-13,星期四,信義店,下午,晴,,拿鐵,咖啡,1,90,90.0
A21930,2026-08-07,星期五,信義店,下午,晴,M0555,拿鐵,咖啡,1,90,90.0
A23656,2026-08-27,星期四,中壢店,早上,晴,M0592,抹茶拿鐵,茶飲,1,100,100.0
A23126,2026-08-20,星期四,中壢店,早上,晴,,美式咖啡,咖啡,1,70,70.0
A21690,2026/08/03,星期一,板橋店,下午,晴,,美式咖啡,咖啡,3,70,210.0
A22828,2026-08-16,星期日,板橋店,下午,陰,,卡布奇諾,咖啡,1,95,95.0
A22386,2026-08-12,星期三,信義店,早上,陰,M1254,拿鐵,咖啡,3,90,270.0
A23388,2026/08/23,星期日,板橋店,早上,雨,,起司蛋糕,烘焙,1,120,120.0
A21892,2026-08-06,星期四,中壢店,晚上,陰,M1202,美式咖啡,咖啡,1,70,70.0
A23883,2026-08-30,星期日,信義店,下午,晴,M1450,肉桂捲,烘焙,1,85,85.0
A23120,2026/08/20,星期四,板橋店,晚上,晴,,可頌,烘焙,2,60,120.0
A21719,2026-08-03,星期一,中壢店,下午,晴,,拿鐵,咖啡,3,90,270.0
A22228,2026/08/09,星期日,中壢店,下午,晴,,拿鐵,咖啡,1,90,90.0
A22744,2026-08-15,星期六,中壢店,早上,晴,,美式咖啡,咖啡,3,70,210.0
A21803,2026/08/05,星期三,板橋店,下午,雨,M1779,可頌,烘焙,1,60,60.0
A22937,2026-08-17,星期一,中壢,早上,晴,M1949,卡布奇諾,咖啡,2,95,190.0
A23975,2026-08-31,星期一,信義店,晚上,晴,,美式咖啡,咖啡,2,70,140.0
A23540,20260826,星期三,信義店,下午,陰,M1514,可頌,烘焙,1,60,60.0
A22296,2026/08/10,星期一,中壢店,早上,晴,M0501,拿鐵,咖啡,1,90,90.0
A22719,2026-08-15,星期六,板橋店,早上,晴,,美式咖啡,咖啡,1,70,70.0
A22831,2026/08/16,星期日,板橋店,早上,陰,M0210,美式咖啡,咖啡,1,70,70.0
A22289,2026-08-10,星期一, 板橋店,早上,晴,M1270,可頌,烘焙,3,60,180.0
A23232,2026-08-21,星期五,中壢店,晚上,陰,,拿鐵,咖啡,1,90,90.0
A21908,2026-08-06,星期四,中壢店,早上,陰,,拿鐵,咖啡,1,90,90.0
A21885,2026/08/06,星期四,板橋店,下午,陰,,紅茶,茶飲,1,50,50.0
A23939,2026-08-30,星期日,中壢店,晚上,晴,,美式咖啡,咖啡,3,70,210.0
A23891,2026-08-30,星期日,板橋店,早上,晴,M0239,起司蛋糕,烘焙,1,120,120.0
A23835,2026-08-29,星期六,中壢店,早上,陰,M1511,拿鐵,咖啡,3,90,270.0
A23812,2026-08-29,星期六,板橋店,晚上,陰,M0398,可頌,烘焙,2,60,120.0
A23260,2026-08-22,星期六,信義店,下午,晴,,可頌,烘焙,1,60,60.0
A21833,2026-08-05,星期三,中壢店,下午,雨,M1703,可頌,烘焙,2,60,120.0
A22316,2026-08-11,星期二,信義店,下午,雨,M0224,拿鐵,咖啡,3,90,270.0
A23218,2026/08/21,星期五,中壢店,早上,陰,M0530,起司蛋糕,烘焙,2,120,240.0
A23727,2026-08-28,星期五,板橋店,早上,晴,M1708,拿鐵,咖啡,1,90,90.0
A21664,2026/08/03,星期一,信義店,下午,晴,,卡布奇諾,咖啡,1,95,95.0
A23871,2026-08-30,星期日, 信義店,晚上,晴,M1366,可頌,烘焙,3,60,180.0
A23430,2026-08-24,星期一,信義店,早上,晴,M1184,拿鐵,咖啡,2,90,180.0
A22865,2026-08-16,星期日,中壢店,下午,陰,M0365,拿鐵,咖啡,1,90,90.0
A22666,2026-08-15,星期六,信義店,早上,晴,,抹茶拿鐵,茶飲,2,100,200.0
A21872,2026-08-06,星期四,板橋店,下午,陰,M0513,美式咖啡,咖啡,3,70,
A21668,2026-08-03,星期一,信義店,下午,晴,M0415,拿鐵,咖啡,1,90,90.0
A22764,2026-08-15,星期六,中壢店,下午,晴,,拿鐵,咖啡,1,90,90.0
A23256,2026-08-22,星期六,信義店,下午,晴,M0631,卡布奇諾,咖啡,2,95,190.0
A21509,2026-08-01,星期六,板橋店,下午,雨,M0598,美式咖啡,咖啡,1,70,70.0
A22350,2026-08-11,星期二,中壢店,下午,雨,M1992,起司蛋糕,烘焙,1,120,120.0
A21784,2026-08-04,星期二,中壢店,早上,雨,M1987,肉桂捲,烘焙,2,85,170.0
A21724,2026-08-03,星期一,中壢店,早上,晴,M0243,紅茶,茶飲,1,50,
A22528,2026-08-14,星期五,信義店,早上,晴,M1182,拿鐵,咖啡,1,90,90.0
A23025,2026-08-19,星期三,信義店,早上,晴,,拿鐵,咖啡,2,90,180.0
A22946,2026-08-18,星期二,信義店,早上,陰,,拿鐵,咖啡,2,90,180.0
A22170,20260809,星期日,板橋店,下午,晴,,抹茶拿鐵,茶飲,2,100,200.0
A21992,2026-08-07,星期五,板橋店,早上,晴,,美式咖啡,咖啡,1,70,70.0
A22456,20260813,星期四,信義店,下午,晴,M1908,拿鐵,咖啡,2,90,180.0
A22108,2026-08-09,星期日,信義店,下午,晴,M0783,美式咖啡,咖啡,1,70,70.0
A21532,2026-08-01,星期六,板橋店,下午,雨,,拿鐵,咖啡,3,90,270.0
A23340,2026-08-22,星期六,中壢店,早上,晴,M1120,可頌,烘焙,1,60,60.0
A22871,2026-08-16,星期日,中壢店,晚上,陰,M1379,拿鐵,咖啡,3,90,270.0
A22218,2026-08-09,星期日,中壢店,下午,晴,M1910,美式咖啡,咖啡,2,70,140.0
A23237,2026-08-21,星期五,中壢店　,下午,陰,M0363,抹茶拿鐵,茶飲,1,100,100.0
A22454,2026/08/13,星期四,信義店,下午,晴,,美式咖啡,咖啡,1,70,70.0
A22011,2026-08-07,星期五,中壢店,早上,晴,M0262,抹茶拿鐵,茶飲,1,100,100.0
A21911,2026/08/06,星期四,中壢店,下午,陰,,肉桂捲,烘焙,1,85,85.0
A21708,2026-08-03,星期一,中壢店,早上,晴,M0563,抹茶拿鐵,茶飲,2,100,200.0
A21667,2026-08-03,星期一,信義店,下午,晴,M0825,紅茶,茶飲,1,50,50.0
A21577,2026/08/02,星期日,信義店,早上,陰,,拿鐵,咖啡,1,90,90.0
A23021,2026-08-19,星期三,信義店,早上,晴,,美式咖啡,咖啡,1,70,70.0
A22741,2026-08-15,星期六,中壢店,下午,晴,M1597,拿鐵,咖啡,1,90,90.0
A21884,2026-08-06,星期四,板橋店,早上,陰,,拿鐵,咖啡,2,90,180.0
A23382,20260823,星期日,板橋店,晚上,雨,M1002,可頌,烘焙,1,60,60.0
A22280,2026-08-10,星期一,板橋店,早上,晴,,起司蛋糕,烘焙,1,120,120.0
A23799,2026-08-29,星期六,板橋店,晚上,陰,,美式咖啡,咖啡,2,70,140.0
A24002,2026-08-31,星期一,板橋,下午,晴,,紅茶,茶飲,1,50,50.0
A22505,2026-08-13,星期四,中壢店,下午,晴,M1314,抹茶拿鐵,茶飲,2,100,200.0
A23056,2026-08-19,星期三,中壢店,下午,晴,,紅茶,茶飲,1,50,50.0
A22008,2026-08-07,星期五,中壢店,下午,晴,,美式咖啡,咖啡,1,70,70.0
A22123,2026-08-09,星期日,信義店,下午,晴,M1553,卡布奇諾,咖啡,2,95,190.0
A22929,2026-08-17,星期一,中壢店,早上,晴,M1116,起司蛋糕,烘焙,1,120,120.0
A23823,2026-08-29,星期六,板橋店,下午,陰,M0303,拿鐵,咖啡,2,90,180.0
A22646,2026-08-15,星期六,信義店,下午,晴,,肉桂捲,烘焙,1,85,85.0
A23046,2026-08-19,星期三,板橋店,下午,晴,M1886,拿鐵,咖啡,2,90,180.0
A23852,2026-08-29,星期六,中壢店,下午,陰,M0534,拿鐵,咖啡,3,90,270.0
A22247,2026-08-10,星期一,信義店,早上,晴,,拿鐵,咖啡,2,90,180.0
A23666,2026-08-28,星期五,信義店,早上,晴,,美式咖啡,咖啡,2,70,140.0
A22105,2026/08/09,星期日,信義店,早上,晴,M1322,美式咖啡,咖啡,1,70,70.0
A21870,2026-08-06,星期四,板橋店,早上,陰,,紅茶,茶飲,1,50,50.0
A21551,2026-08-01,星期六,中壢店,晚上,雨,M0766,拿鐵,咖啡,2,90,180.0
A23890,2026-08-30,星期日,板橋店,晚上,晴,,卡布奇諾,咖啡,2,95,190.0
A21530,2026-08-01,星期六,板橋店,晚上,雨,M0675,拿鐵,咖啡,1,90,90.0
A22362,2026-08-12,星期三,信義店,下午,陰,M1851,拿鐵,咖啡,2,90,180.0
A23366,2026-08-23,星期日,信義店,下午,雨,M0686,拿鐵,咖啡,3,90,270.0
A23309,2026-08-22,星期六,板橋店,早上,晴,,起司蛋糕,烘焙,1,120,120.0
A21619,2026-08-02,星期日,板橋店,早上,陰,,肉桂捲,烘焙,1,85,85.0
A23053,2026/08/19,星期三,中壢店,下午,晴,,抹茶拿鐵,茶飲,3,100,300.0
A22344,2026-08-11,星期二,板橋店,下午,雨,,可頌,烘焙,1,60,60.0
A22198,2026/08/09,星期日,板橋店,早上,晴,,拿鐵,咖啡,1,90,90.0
A23331,2026-08-22,星期六,中壢店,下午,晴,,起司蛋糕,烘焙,2,120,240.0
A23932,2026-08-30,星期日,中壢店,早上,晴,M0386,美式咖啡,咖啡,2,70,140.0
A21533,2026-08-01,星期六,板橋店,早上,雨,M0268,拿鐵,咖啡,1,90,90.0
A23264,20260822,星期六,信義店,早上,晴,M0440,美式咖啡,咖啡,1,70,70.0
A21654,2026/08/02,星期日,中壢店,早上,陰,,紅茶,茶飲,1,50,50.0
A21826,2026-08-05,星期三,中壢店,下午,雨,M0298,拿鐵,咖啡,1,90,90.0
A22330,20260811,星期二,板橋店,下午,雨,,美式咖啡,咖啡,1,70,70.0
A22940,2026/08/18,星期二,信義店,晚上,陰,M1479,拿鐵,咖啡,1,90,90.0
A23074,2026-08-20,星期四,信義店,晚上,晴,,卡布奇諾,咖啡,2,95,190.0
A23151,2026-08-21,星期五,信義店,晚上,陰,,起司蛋糕,烘焙,1,120,120.0
A22814,2026-08-16,星期日,板橋店,下午,陰,M0745,卡布奇諾,咖啡,1,95,95.0
A23026,2026/08/19,星期三,信義店,早上,晴,M1164,拿鐵,咖啡,1,90,90.0
A22535,2026-08-14,星期五,信義店,早上,晴,,美式咖啡,咖啡,1,70,70.0
A23734,2026-08-28,星期五,中壢店,下午,晴,M1043,紅茶,茶飲,1,50,50.0
A23552,2026/08/26,星期三,板橋店,下午,陰,M1785,拿鐵,咖啡,1,90,90.0
A23615,2026-08-27,星期四,信義店,早上,晴,M1345,紅茶,茶飲,2,50,100.0
A24021,20260831,星期一,板橋店,下午,晴,,可頌,烘焙,3,60,180.0
A22796,2026-08-16,星期日,信義店,早上,陰,M0989,拿鐵,咖啡,3,90,270.0
A23207,2026-08-21,星期五,板橋店,下午,陰,M0859,紅茶,茶飲,2,50,100.0
A22748,2026-08-15,星期六,中壢店,下午,晴,M1712,卡布奇諾,咖啡,3,95,285.0
A22514,2026-08-14,星期五,信義店,下午,晴,M0730,美式咖啡,咖啡,1,70,70.0
A24003,2026-08-31,星期一,板橋店,下午,晴,M1582,美式咖啡,咖啡,1,70,70.0
A22210,2026-08-09,星期日,中壢店,早上,晴,,拿鐵,咖啡,2,90,180.0
A23668,2026-08-28,星期五,信義店,晚上,晴,,肉桂捲,烘焙,1,85,
A24010,2026-08-31,星期一,板橋店,早上,晴,,起司蛋糕,烘焙,3,120,
A23872,2026-08-30,星期日,信義店 ,早上,晴,,拿鐵,咖啡,2,90,180.0
A21653,2026-08-02,星期日,中壢店,下午,陰,M0238,起司蛋糕,烘焙,3,120,360.0
A23979,2026-08-31,星期一,信義店,晚上,晴,,拿鐵,咖啡,1,90,90.0
A22846,2026-08-16,星期日,板橋店,早上,陰,,紅茶,茶飲,3,50,150.0
A21696,2026-08-03,星期一,板橋店,晚上,晴,M1011,卡布奇諾,咖啡,3,95,285.0
A22472,2026-08-13,星期四,板橋店,早上,晴,M1248,卡布奇諾,咖啡,1,95,95.0
A23936,2026-08-30,星期日,中壢店,早上,晴,M1425,起司蛋糕,烘焙,3,120,360.0
A23052,2026-08-19,星期三,中壢店,早上,晴,,拿鐵,咖啡,1,90,90.0
A23953,2026-08-30,星期日,中壢店,下午,晴,,抹茶拿鐵,茶飲,1,100,100.0
A21791,2026-08-05,星期三,信義店,早上,雨,,美式咖啡,咖啡,1,70,70.0
A22738,2026-08-15,星期六,中壢店,晚上,晴,,抹茶拿鐵,茶飲,1,100,100.0
A23292,2026-08-22,星期六, 板橋店,下午,晴,M0830,抹茶拿鐵,茶飲,3,100,300.0
A23485,2026-08-25,星期二,信義店,晚上,雨,M1020,卡布奇諾,咖啡,2,95,190.0
A22512,2026-08-13,星期四,中壢店,晚上,晴,,拿鐵,咖啡,2,90,180.0
A23980,2026-08-31,星期一,信義店,晚上,晴,M1343,可頌,烘焙,1,60,60.0
A22275,2026-08-10,星期一,板橋店,晚上,晴,M1430,抹茶拿鐵,茶飲,2,100,200.0
A23373,2026-08-23,星期日,信義店,下午,雨,M1197,美式咖啡,咖啡,2,70,140.0
A22379,2026-08-12,星期三,信義店,晚上,陰,M1900,卡布奇諾,咖啡,2,95,190.0
A22835,2026-08-16,星期日,板橋店,晚上,陰,,卡布奇諾,咖啡,2,95,190.0
A22412,2026-08-12,星期三,板橋店 ,早上,陰,M0868,紅茶,茶飲,1,50,50.0
A22534,2026-08-14,星期五,信義店,下午,晴,M0232,拿鐵,咖啡,2,90,180.0
A22137,2026-08-09,星期日,信義店,下午,晴,,起司蛋糕,烘焙,1,120,120.0
