會員編號,性別,年齡,加入月數,來店次數,平均消費,距上次來店天數,會員等級,電子報,住家距離,最愛類別,回購
M1684,男,52,22,8,222,6,銀卡,1,1.7,咖啡,1
M1685,女,48,6,8,178,0,銀卡,0,2.2,烘焙,1
M1686,男,46,7,6,281,0,銀卡,0,1.7,咖啡,0
M1687,男,67,10,9,100,1,銀卡,0,1.1,咖啡,1
M1688,女,47,28,9,283,9,銀卡,1,1.1,茶飲,1
M1689,女,50,7,13,216,6,銀卡,0,1.4,咖啡,1
M1690,男,60,12,9,259,39,銀卡,0,6.1,咖啡,0
M1691,男,37,31,3,163,3,一般,0,0.8,茶飲,1
M1692,女,51,20,14,93,8,金卡,1,8.3,咖啡,1
M1693,男,39,23,3,121,5,一般,0,1.5,茶飲,0
M1694,女,62,33,3,312,6,一般,0,3.3,茶飲,1
M1695,女,64,2,3,194,52,一般,1,13.8,咖啡,0
M1696,女,61,26,7,160,1,銀卡,0,5.1,咖啡,1
M1697,女,44,27,10,246,6,銀卡,1,1.8,茶飲,0
M1698,女,49,34,3,115,35,一般,1,1.3,咖啡,0
M1699,女,63,1,12,196,15,一般,1,9.2,烘焙,1
M1700,女,38,35,2,147,22,一般,0,1.3,茶飲,0
M1701,女,71,29,2,223,56,一般,1,1.2,茶飲,0
M1702,女,72,24,6,120,11,銀卡,1,3.1,烘焙,0
M1703,男,60,31,8,149,0,銀卡,1,8.4,茶飲,0
M1704,男,51,15,4,104,3,一般,1,2.7,咖啡,0
M1705,女,50,33,3,158,53,一般,0,2.7,咖啡,0
M1706,女,72,34,12,83,2,金卡,1,1.5,咖啡,1
M1707,女,66,24,8,116,2,銀卡,0,0.8,咖啡,1
M1708,女,49,16,11,74,0,銀卡,1,1.6,茶飲,1
M1709,女,56,32,13,175,16,金卡,1,2.8,咖啡,1
M1710,女,62,6,6,272,2,銀卡,1,3.9,咖啡,1
M1711,女,47,3,11,144,21,一般,1,1.6,咖啡,1
M1712,女,72,6,11,270,9,銀卡,1,4.9,咖啡,1
M1713,女,61,23,11,184,0,銀卡,1,10.8,烘焙,1
M1714,男,44,9,2,192,7,一般,0,2.6,茶飲,1
M1715,女,46,26,1,122,90,一般,0,1.3,茶飲,0
M1716,女,56,11,2,310,13,一般,0,5.2,茶飲,0
M1717,女,56,31,11,123,37,銀卡,1,1.9,茶飲,0
M1718,女,58,18,13,158,1,金卡,1,7.8,咖啡,1
M1719,男,53,4,2,135,6,一般,1,1.3,茶飲,1
M1720,女,72,35,4,109,11,一般,1,1.6,烘焙,1
M1721,男,72,19,12,118,1,金卡,1,1.6,茶飲,1
M1722,男,50,19,8,132,17,銀卡,0,10.7,烘焙,1
M1723,男,55,36,5,118,4,銀卡,0,1.3,咖啡,1
M1724,女,72,22,4,238,40,一般,0,3.9,茶飲,0
M1725,男,51,29,14,200,3,金卡,0,2.8,咖啡,0
M1726,男,54,9,11,182,0,銀卡,0,5.3,茶飲,0
M1727,男,63,18,5,180,7,銀卡,1,5.9,咖啡,0
M1728,女,60,34,7,152,53,銀卡,0,5.7,咖啡,0
M1729,女,44,16,8,124,6,銀卡,0,2.3,咖啡,1
M1730,男,54,31,8,97,3,銀卡,0,2.3,烘焙,1
M1731,女,67,32,2,115,90,一般,1,2.2,茶飲,0
M1732,女,42,36,7,156,17,銀卡,0,1.5,咖啡,0
M1733,男,52,22,10,119,13,銀卡,1,1.7,咖啡,1
M1734,男,55,17,6,174,26,銀卡,1,2.2,咖啡,0
M1735,男,72,17,2,249,90,一般,0,2.9,咖啡,0
M1736,女,46,10,2,184,90,一般,1,1.3,烘焙,0
M1737,女,64,34,15,115,15,金卡,0,2.0,茶飲,0
M1738,女,72,23,15,125,4,金卡,1,5.0,咖啡,1
M1739,女,35,15,5,159,13,銀卡,1,4.0,茶飲,0
M1740,男,38,5,4,139,1,一般,0,0.8,烘焙,0
M1741,女,58,6,17,110,1,銀卡,1,2.4,咖啡,1
M1742,女,58,10,6,90,31,銀卡,0,7.9,茶飲,0
M1743,女,52,10,3,275,14,一般,0,2.3,咖啡,1
M1744,女,49,5,2,357,36,一般,0,1.7,茶飲,0
M1745,女,71,36,2,153,9,一般,1,3.3,咖啡,0
M1746,女,72,19,2,219,5,一般,0,7.2,咖啡,0
M1747,男,39,9,5,159,29,銀卡,1,1.4,茶飲,0
M1748,女,72,4,16,215,0,一般,0,3.3,烘焙,1
M1749,女,49,5,6,91,28,一般,1,4.4,烘焙,1
M1750,男,50,17,14,336,8,銀卡,0,1.8,咖啡,1
M1751,女,54,22,2,146,12,一般,0,1.7,咖啡,0
M1752,女,47,36,6,188,4,銀卡,0,2.6,茶飲,1
M1753,女,53,9,12,98,1,銀卡,1,3.6,咖啡,1
M1754,女,45,8,9,160,11,銀卡,0,20.0,咖啡,0
M1755,男,57,7,21,145,1,銀卡,1,4.7,烘焙,1
M1756,男,43,28,3,119,10,一般,0,3.1,咖啡,0
M1757,男,58,35,3,259,3,一般,1,3.5,咖啡,0
M1758,女,53,14,12,222,5,銀卡,1,5.2,茶飲,1
M1759,女,49,19,15,70,1,金卡,1,5.1,茶飲,1
M1760,女,67,33,1,393,41,一般,1,4.3,咖啡,1
M1761,女,40,34,5,108,57,銀卡,0,3.8,咖啡,1
M1762,女,55,13,12,153,2,銀卡,0,1.9,茶飲,1
M1763,女,72,23,7,221,3,銀卡,1,4.3,茶飲,1
M1764,女,72,20,7,267,46,銀卡,1,4.4,茶飲,1
M1765,男,65,16,4,144,32,一般,0,1.2,烘焙,0
M1766,女,61,17,9,122,1,銀卡,1,2.6,茶飲,1
M1767,男,44,31,4,112,48,一般,1,9.7,烘焙,0
M1768,男,51,10,9,208,61,銀卡,1,4.0,茶飲,0
M1769,女,49,2,10,229,5,一般,1,1.4,茶飲,0
M1770,男,52,14,13,196,10,銀卡,0,2.5,咖啡,0
M1771,女,39,2,7,168,14,一般,0,3.2,咖啡,0
M1772,男,61,8,17,167,15,銀卡,0,0.9,咖啡,0
M1773,女,53,27,3,151,10,一般,0,5.0,烘焙,0
M1774,女,54,30,11,161,32,銀卡,0,3.0,咖啡,1
M1775,女,46,18,15,150,4,金卡,1,1.3,咖啡,0
M1776,男,42,27,3,163,10,一般,1,2.4,咖啡,0
M1777,女,43,26,5,360,11,銀卡,1,4.6,烘焙,1
M1778,女,49,35,4,164,8,一般,0,3.5,茶飲,1
M1779,男,46,5,11,121,1,一般,1,3.1,咖啡,1
M1780,女,60,3,11,218,5,一般,1,3.1,咖啡,1
M1781,男,68,14,4,202,14,一般,0,2.3,烘焙,0
M1782,男,47,22,4,131,12,一般,1,4.2,烘焙,1
M1783,女,50,22,6,188,47,銀卡,1,0.8,咖啡,0
M1784,女,57,11,1,184,12,一般,1,4.1,茶飲,1
M1785,男,57,21,14,345,11,金卡,0,4.4,咖啡,1
M1786,女,64,27,6,158,14,銀卡,1,2.3,咖啡,1
M1787,女,47,12,12,276,3,銀卡,1,0.6,茶飲,1
M1788,女,59,16,10,263,34,銀卡,1,2.4,烘焙,0
M1789,女,49,25,11,219,9,銀卡,1,3.1,茶飲,1
M1790,男,46,10,20,144,12,銀卡,1,1.4,烘焙,1
M1791,男,54,27,14,243,2,金卡,1,2.8,咖啡,1
M1792,女,44,4,6,151,90,一般,0,1.4,烘焙,0
M1793,女,61,23,23,145,4,金卡,0,2.5,烘焙,1
M1794,女,51,11,11,224,39,銀卡,1,1.5,茶飲,1
M1795,男,44,20,13,223,13,金卡,1,2.0,茶飲,1
M1796,男,69,7,12,113,0,銀卡,1,4.7,咖啡,1
M1797,男,64,4,8,207,13,一般,1,5.3,咖啡,1
M1798,女,63,15,3,254,10,一般,0,2.9,咖啡,1
M1799,男,58,22,8,170,50,銀卡,0,1.8,咖啡,0
M1800,女,72,10,4,225,15,一般,1,3.2,咖啡,1
M1801,女,45,31,5,186,59,銀卡,0,5.2,咖啡,0
M1802,男,41,32,4,315,10,一般,0,4.8,茶飲,0
M1803,男,62,20,15,126,2,金卡,1,1.1,烘焙,1
M1804,男,53,27,10,102,3,銀卡,0,4.1,咖啡,0
M1805,男,55,32,8,110,9,銀卡,1,5.1,烘焙,1
M1806,女,38,26,7,141,3,銀卡,0,1.1,咖啡,0
M1807,女,71,3,7,132,3,一般,0,1.4,烘焙,0
M1808,女,55,1,6,178,9,一般,0,3.1,茶飲,0
M1809,男,45,7,5,148,1,銀卡,1,5.2,咖啡,1
M1810,女,61,14,6,156,51,銀卡,1,1.9,咖啡,1
M1811,男,63,9,6,155,43,銀卡,0,2.6,咖啡,0
M1812,女,54,30,6,215,3,銀卡,0,3.6,咖啡,1
M1813,女,63,1,15,452,29,一般,0,13.7,烘焙,1
M1814,女,56,28,15,240,25,金卡,0,3.0,烘焙,1
M1815,男,64,5,1,253,22,一般,0,1.7,茶飲,0
M1816,男,69,15,5,100,49,銀卡,1,3.3,烘焙,0
M1817,女,51,25,8,104,12,銀卡,0,2.8,咖啡,1
M1818,男,42,4,3,96,0,一般,1,2.1,咖啡,1
M1819,女,44,23,4,239,86,一般,0,1.7,烘焙,0
M1820,女,49,2,15,172,14,一般,1,1.1,烘焙,1
M1821,男,72,21,2,212,3,一般,1,2.7,咖啡,1
M1822,女,47,23,3,303,3,一般,1,1.1,烘焙,1
M1823,女,72,3,3,158,23,一般,1,0.5,烘焙,0
M1824,女,72,36,3,183,42,一般,0,3.1,咖啡,0
M1825,男,66,36,17,163,0,金卡,1,1.8,烘焙,1
M1826,女,61,7,2,108,39,一般,1,2.3,茶飲,0
M1827,女,58,8,6,169,11,銀卡,0,4.2,咖啡,0
M1828,女,51,10,15,227,13,銀卡,1,7.3,咖啡,1
M1829,男,72,16,4,180,14,一般,1,0.6,茶飲,0
M1830,女,60,26,13,171,1,金卡,1,1.4,咖啡,1
M1831,女,49,26,3,134,27,一般,1,1.1,咖啡,1
M1832,女,57,22,5,137,19,銀卡,0,1.0,茶飲,0
M1833,男,47,30,12,206,34,金卡,1,4.4,咖啡,1
M1834,男,72,31,20,124,4,金卡,1,3.3,茶飲,1
M1835,男,51,2,2,111,4,一般,1,1.4,烘焙,1
M1836,女,57,26,3,79,29,一般,0,3.2,茶飲,0
M1837,男,53,27,3,123,9,一般,1,2.2,烘焙,1
M1838,男,44,28,6,84,10,銀卡,0,4.8,咖啡,0
M1839,女,50,2,9,220,13,一般,1,0.9,烘焙,1
M1840,女,42,31,3,126,26,一般,0,4.0,咖啡,0
M1841,女,43,14,7,232,21,銀卡,0,0.9,咖啡,1
M1842,女,54,13,17,132,5,銀卡,0,4.0,茶飲,1
M1843,女,72,10,9,210,0,銀卡,1,2.2,茶飲,0
M1844,男,72,5,7,106,22,一般,1,1.9,咖啡,0
M1845,男,59,7,3,236,45,一般,0,2.7,茶飲,0
M1846,女,30,35,14,160,7,金卡,1,7.2,茶飲,1
M1847,男,72,23,8,161,1,銀卡,0,4.2,咖啡,0
M1848,男,56,17,14,152,12,銀卡,0,3.7,咖啡,1
M1849,女,49,1,7,168,2,一般,1,2.5,茶飲,0
M1850,女,72,10,28,113,1,銀卡,0,2.0,茶飲,1
M1851,男,47,13,8,73,13,銀卡,0,4.9,咖啡,1
M1852,男,46,36,9,167,7,銀卡,0,3.8,茶飲,0
M1853,男,65,14,5,157,46,銀卡,0,1.8,茶飲,0
M1854,女,56,17,12,116,3,銀卡,1,6.4,烘焙,1
M1855,男,47,36,7,122,4,銀卡,1,11.4,茶飲,0
M1856,男,42,13,3,156,6,一般,1,1.3,茶飲,0
M1857,女,72,20,12,108,9,金卡,1,1.4,烘焙,1
M1858,女,55,12,11,144,4,銀卡,1,1.0,咖啡,1
M1859,男,53,23,17,145,8,金卡,0,6.9,茶飲,0
M1860,男,61,35,3,116,10,一般,1,3.2,咖啡,0
M1861,男,42,28,2,192,13,一般,0,2.6,烘焙,0
M1862,男,60,4,4,164,38,一般,0,6.5,咖啡,0
M1863,女,55,10,9,152,22,銀卡,0,4.7,烘焙,0
M1864,男,44,28,10,227,15,銀卡,1,2.2,茶飲,0
M1865,男,44,15,2,189,10,一般,0,2.5,茶飲,0
M1866,男,53,32,5,165,9,銀卡,0,1.3,烘焙,0
M1867,男,56,33,11,104,58,銀卡,1,7.8,茶飲,0
M1868,女,69,13,4,115,40,一般,0,3.5,茶飲,0
M1869,男,53,18,9,113,3,銀卡,0,1.5,烘焙,1
M1870,女,62,11,12,158,5,銀卡,1,1.6,茶飲,1
M1871,女,66,21,1,140,17,一般,1,4.6,咖啡,1
M1872,女,34,5,6,227,1,一般,1,7.8,茶飲,1
M1873,男,70,12,6,103,11,銀卡,0,10.4,茶飲,0
M1874,女,54,20,3,144,45,一般,1,1.5,烘焙,0
M1875,男,60,36,9,146,17,銀卡,1,7.5,咖啡,1
M1876,女,58,28,9,154,63,銀卡,0,1.4,咖啡,0
M1877,女,58,23,21,106,6,金卡,0,0.8,咖啡,1
M1878,男,34,6,37,207,2,銀卡,1,2.4,咖啡,1
M1879,女,57,25,4,111,13,一般,1,2.7,烘焙,1
M1880,女,40,1,10,115,16,一般,0,1.2,茶飲,0
M1881,女,34,34,3,147,34,一般,0,4.1,茶飲,0
M1882,男,60,36,11,87,1,銀卡,1,1.2,烘焙,1
M1883,女,67,34,14,345,18,金卡,0,3.0,咖啡,1
M1884,男,62,8,6,256,14,銀卡,0,6.0,茶飲,0
M1885,男,31,15,32,136,7,銀卡,0,2.3,茶飲,1
M1886,男,55,32,19,142,0,金卡,1,7.8,咖啡,1
M1887,女,38,35,4,132,9,一般,0,3.6,咖啡,0
M1888,女,65,35,11,145,15,銀卡,1,2.4,茶飲,1
M1889,女,43,16,7,259,0,銀卡,0,3.9,烘焙,1
M1890,女,48,28,10,156,27,銀卡,1,1.6,咖啡,1
M1891,女,43,32,6,213,9,銀卡,1,0.7,咖啡,0
M1892,男,61,26,3,265,17,一般,0,7.1,咖啡,0
M1893,女,44,10,3,162,14,一般,1,3.2,咖啡,0
M1894,女,67,28,9,199,6,銀卡,0,1.9,烘焙,0
M1895,女,48,34,7,111,12,銀卡,1,3.7,烘焙,1
M1896,男,72,11,5,160,15,銀卡,1,1.0,茶飲,0
M1897,女,49,11,9,125,22,銀卡,1,2.0,咖啡,0
M1898,男,62,14,13,126,0,銀卡,0,3.2,茶飲,0
M1899,女,43,7,8,118,34,銀卡,0,2.5,咖啡,1
M1900,女,72,28,7,361,20,銀卡,1,0.6,烘焙,1
M1901,女,61,26,5,147,45,銀卡,1,0.8,茶飲,1
M1902,男,64,28,2,111,90,一般,1,1.7,茶飲,0
M1903,女,69,17,18,104,12,銀卡,1,3.9,咖啡,1
M1904,女,72,25,37,165,0,金卡,1,5.5,茶飲,1
M1905,女,70,18,4,114,2,一般,0,1.2,茶飲,0
M1906,女,45,6,9,213,9,銀卡,1,8.7,咖啡,1
M1907,女,72,1,9,265,1,一般,1,2.9,烘焙,0
M1908,女,45,13,14,137,16,銀卡,0,1.6,茶飲,1
M1909,男,60,13,18,279,2,銀卡,1,3.2,咖啡,1
M1910,男,51,23,11,71,21,銀卡,1,1.7,茶飲,0
M1911,女,47,35,7,255,4,銀卡,0,0.9,咖啡,1
M1912,男,65,31,2,253,6,一般,1,6.7,咖啡,1
M1913,男,65,4,13,137,22,一般,1,1.4,咖啡,0
M1914,女,47,22,13,172,5,金卡,1,1.7,茶飲,1
M1915,男,56,18,3,315,87,一般,0,0.7,咖啡,0
M1916,女,52,34,4,148,74,一般,1,2.3,茶飲,0
M1917,女,64,13,3,202,8,一般,0,4.0,咖啡,0
M1918,女,42,29,6,93,5,銀卡,0,1.7,咖啡,0
M1919,女,49,30,2,223,45,一般,0,4.2,茶飲,0
M1920,男,59,5,12,209,8,一般,1,3.4,茶飲,1
M1921,女,46,11,1,164,31,一般,0,3.4,咖啡,0
M1922,女,39,1,4,141,0,一般,1,1.0,烘焙,1
M1923,女,57,23,8,170,24,銀卡,1,2.6,咖啡,1
M1924,男,45,13,9,127,9,銀卡,1,5.1,咖啡,1
M1925,女,72,30,17,150,6,金卡,0,2.2,茶飲,1
M1926,男,55,1,8,114,4,一般,0,1.6,咖啡,0
M1927,女,39,7,8,256,0,銀卡,0,1.2,茶飲,1
M1928,女,72,14,5,114,5,銀卡,1,2.7,烘焙,0
M1929,女,57,22,14,124,2,金卡,0,6.9,咖啡,0
M1930,女,72,11,15,118,29,銀卡,1,3.0,咖啡,1
M1931,男,59,26,7,250,0,銀卡,1,5.0,烘焙,1
M1932,男,62,32,1,179,82,一般,1,7.0,咖啡,0
M1933,女,47,7,9,278,0,銀卡,1,1.4,茶飲,1
M1934,女,47,35,9,162,7,銀卡,0,2.4,茶飲,1
M1935,男,40,10,6,177,3,銀卡,1,4.9,咖啡,1
M1936,女,44,7,5,140,3,銀卡,1,4.4,茶飲,1
M1937,女,32,30,6,70,5,銀卡,1,3.5,烘焙,1
M1938,女,62,18,3,145,19,一般,1,0.6,烘焙,1
M1939,女,41,8,10,117,10,銀卡,1,9.4,茶飲,1
M1940,女,72,8,4,117,25,一般,0,1.3,咖啡,1
M1941,女,62,15,6,106,2,銀卡,1,0.8,茶飲,1
M1942,女,51,4,23,141,5,一般,0,2.5,茶飲,1
M1943,男,47,32,1,95,88,一般,0,1.1,茶飲,0
M1944,女,70,23,6,162,9,銀卡,1,0.9,烘焙,1
M1945,女,54,6,5,117,7,銀卡,1,2.7,咖啡,0
M1946,男,65,25,12,219,2,金卡,1,5.2,烘焙,1
M1947,男,47,16,16,271,5,銀卡,1,6.8,咖啡,1
M1948,女,65,35,3,167,72,一般,1,1.5,咖啡,0
M1949,男,44,6,4,136,25,一般,0,9.1,咖啡,1
M1950,男,72,6,6,173,3,銀卡,0,5.2,咖啡,0
M1951,男,35,33,13,117,8,金卡,1,2.1,咖啡,1
M1952,男,44,7,12,125,24,銀卡,1,2.6,咖啡,1
M1953,女,54,28,12,125,5,金卡,1,1.4,咖啡,0
M1954,女,41,15,5,103,56,銀卡,1,2.1,茶飲,0
M1955,男,45,6,4,123,41,一般,1,5.4,茶飲,1
M1956,女,59,8,5,209,8,銀卡,0,1.8,咖啡,1
M1957,女,55,23,7,173,6,銀卡,1,5.2,咖啡,1
M1958,女,72,36,3,264,26,一般,1,3.3,咖啡,0
M1959,女,59,30,12,259,3,金卡,0,10.9,咖啡,1
M1960,女,48,19,4,76,13,一般,1,3.0,咖啡,0
M1961,女,45,1,4,169,7,一般,1,15.0,咖啡,0
M1962,女,47,1,7,114,6,一般,0,3.4,烘焙,0
M1963,女,55,26,6,132,8,銀卡,0,5.0,茶飲,0
M1964,女,61,3,11,218,0,一般,1,2.0,茶飲,1
M1965,女,53,21,11,135,9,銀卡,0,3.7,咖啡,1
M1966,女,72,13,1,140,5,一般,0,2.1,咖啡,1
M1967,男,59,1,9,206,20,一般,1,1.0,咖啡,1
M1968,女,72,23,11,150,16,銀卡,1,3.4,咖啡,1
M1969,男,48,3,1,257,90,一般,1,0.4,咖啡,0
M1970,女,67,26,9,191,34,銀卡,1,1.7,咖啡,1
M1971,男,48,7,9,121,0,銀卡,1,7.4,烘焙,1
M1972,女,72,13,3,162,23,一般,1,8.0,咖啡,0
M1973,女,42,15,11,172,13,銀卡,0,2.0,咖啡,1
M1974,男,65,16,12,173,6,銀卡,0,3.4,茶飲,0
M1975,女,55,36,7,201,3,銀卡,0,2.0,茶飲,0
M1976,男,50,2,9,315,2,一般,0,3.1,咖啡,1
M1977,女,63,19,7,163,1,銀卡,1,2.9,咖啡,1
M1978,女,55,14,3,133,14,一般,1,2.5,咖啡,0
M1979,女,69,22,16,166,4,金卡,1,6.8,烘焙,1
M1980,男,29,8,7,185,1,銀卡,0,3.5,烘焙,1
M1981,女,51,7,3,146,36,一般,0,3.0,咖啡,0
M1982,女,46,28,30,152,1,金卡,0,0.9,茶飲,1
M1983,女,35,3,3,126,14,一般,0,2.4,咖啡,0
M1984,女,72,3,20,157,5,一般,1,2.9,咖啡,1
M1985,女,50,6,4,197,13,一般,0,3.3,茶飲,0
M1986,男,66,27,7,317,14,銀卡,0,4.6,茶飲,1
M1987,女,34,2,7,151,31,一般,0,7.6,茶飲,0
M1988,男,50,19,3,171,26,一般,0,1.8,咖啡,1
M1989,男,50,23,13,111,21,金卡,0,11.3,烘焙,1
M1990,女,55,6,12,126,19,銀卡,1,2.0,茶飲,1
M1991,女,46,36,9,144,2,銀卡,0,7.0,烘焙,0
M1992,女,52,19,16,229,9,金卡,0,1.6,咖啡,1
M1993,女,51,20,6,269,24,銀卡,0,1.7,烘焙,0
M1994,女,54,30,3,122,5,一般,0,2.8,咖啡,0
M1995,男,44,29,5,151,60,銀卡,1,4.8,烘焙,0
M1996,女,62,8,16,164,6,銀卡,0,0.4,烘焙,0
M1997,女,63,8,14,385,56,銀卡,1,8.5,茶飲,0
M1998,女,72,19,11,124,6,銀卡,0,1.6,咖啡,0
M1999,女,53,16,1,178,22,一般,1,12.5,咖啡,0
M2000,女,57,33,11,176,14,銀卡,1,4.7,咖啡,1
