default,student,balance,income
No,No,463.325992,48598.91699
No,No,907.406047,37849.178242
No,No,1268.255038,46803.015224
Yes,Yes,1753.773218,11794.825274
No,No,871.797627,26994.28424
No,No,0.0,54278.757349
No,No,579.801077,50081.47768
No,Yes,791.233932,15374.400519
No,No,1138.67144,48383.174756
No,No,0.0,42618.767455
No,Yes,1085.979855,20076.759804
No,No,331.57258,43336.063835
No,Yes,904.963844,32553.894425
No,No,469.170162,45421.937261
No,No,574.994957,53192.326019
No,No,458.536716,41987.328722
No,Yes,1173.891353,35223.494989
No,Yes,985.049939,8709.899095
No,No,1530.021013,27958.405526
No,No,0.0,51742.882682
No,No,1050.61164,45062.059379
No,Yes,764.276135,31242.881162
No,Yes,1073.110419,22284.693892
No,No,1407.645235,44173.658878
No,No,1277.883367,53287.352008
No,Yes,1395.885656,19229.152666
No,No,1187.930594,44015.088368
No,No,615.974346,39234.618013
No,Yes,206.901886,23611.578726
No,Yes,1210.945396,22308.953934
No,No,0.0,33862.883069
No,Yes,814.58304,19219.553963
No,Yes,1218.776194,15292.736326
No,No,722.580422,33246.873584
No,No,1589.36057,31821.215678
No,No,1344.297328,32643.373784
No,No,1390.38194,45355.832852
No,No,1098.296227,56686.498555
No,No,569.942389,44047.891534
No,No,363.693554,34817.039512
No,No,597.550873,35716.086897
No,Yes,1280.328503,10631.513276
No,No,555.393651,24675.963626
No,No,1200.50758,39980.647145
No,No,399.381086,35408.869233
No,Yes,1121.67875,26458.093194
No,Yes,730.909645,5000.0
Yes,Yes,1250.387141,5000.0
No,No,930.853096,51198.233824
No,No,641.721744,32488.211619
No,No,1194.227294,52225.290039
No,No,553.33946,37911.895787
No,No,701.636825,47816.084888
No,Yes,1394.079872,29202.592764
No,No,920.732696,46799.949475
No,No,331.152605,39494.301603
No,Yes,1529.199299,11416.532059
No,No,48.974123,38310.626911
No,No,231.439804,55651.778898
No,Yes,412.147664,16777.470997
No,No,751.33583,44619.867647
No,No,932.576982,46043.611333
No,No,947.78268,36471.624541
No,No,1159.341181,49696.540929
No,No,1263.908355,55165.077636
No,No,836.151434,25396.514023
No,Yes,1084.300234,23231.297237
No,No,934.83052,40915.094873
No,No,176.860197,42912.444755
No,No,503.928544,32258.616611
No,No,1341.916069,49644.184237
No,No,796.99309,29390.958804
No,No,1504.8793,39483.462067
No,No,701.308351,30352.034692
No,Yes,1241.521885,39521.648984
No,No,347.992263,50950.760439
No,Yes,1725.805934,19786.356128
No,No,0.0,54677.764223
No,No,713.030625,25710.891017
No,No,617.054466,29581.706389
No,No,654.358191,35220.0745
No,No,1342.758146,36057.568286
No,No,689.541125,41923.485418
No,No,162.552817,50024.649599
No,Yes,101.20183,9155.423123
No,No,789.641021,48650.067784
No,No,1365.861919,51709.462053
No,No,870.954604,42945.780723
No,No,1092.842868,34543.761031
No,No,934.163645,31861.388797
No,No,968.008007,38193.275876
No,No,750.858997,37130.439442
No,No,854.130597,50404.874743
No,Yes,1334.047621,20646.985837
No,No,179.061914,65818.040656
No,No,1228.258347,34700.661473
No,No,743.15848,28246.575087
No,No,641.443587,44220.369605
No,No,1047.235137,41217.325704
No,Yes,1357.075036,31016.642191
No,No,453.938253,43782.641564
No,No,936.433723,54318.910337
No,Yes,411.885399,37805.117647
No,No,1458.650445,46795.819795
No,No,780.592433,54463.710841
No,Yes,917.761935,31277.63271
No,No,901.182172,25623.260078
No,Yes,1126.851411,18137.104124
No,Yes,866.35139,13232.533654
No,No,263.29695,42324.871848
No,No,936.794002,33391.155708
No,Yes,784.448563,36457.508402
No,No,268.506892,44681.184699
No,No,919.794218,35621.107841
No,No,452.765693,35328.283274
No,Yes,581.660852,28480.910235
No,No,794.169746,43348.931309
No,Yes,623.680392,14061.321647
No,No,1193.605904,47046.933816
No,Yes,139.837095,5000.0
No,No,327.321072,41205.223523
No,Yes,1259.086552,41549.664716
No,No,506.348896,17818.849152
No,No,693.294753,27664.535293
No,No,1005.19562,39593.758381
No,Yes,566.727445,12539.232057
No,Yes,295.973436,18303.632244
No,Yes,1158.879816,13096.474106
No,No,534.495025,23887.430955
No,No,1592.938787,50284.63017
No,No,784.056193,52060.143088
No,No,50.917441,51800.346902
No,No,765.877107,52481.755947
No,No,1054.800431,50509.613946
No,No,381.719833,49430.202238
No,No,633.042143,20040.16655
No,No,805.842749,41412.283782
No,No,301.997144,29254.860064
No,No,940.598849,63320.286517
No,Yes,938.243656,33802.735088
No,No,1016.228932,53537.191761
No,No,1199.074061,47255.448006
No,No,854.823462,42347.439378
No,No,631.855565,58638.743052
No,No,1136.154212,38831.126805
No,No,1038.812515,48091.329602
No,No,366.016009,46688.083383
No,No,525.936745,58471.099386
No,Yes,1222.730355,17051.387415
No,Yes,1112.852662,13845.558748
No,No,80.428155,35921.708216
No,No,1374.808349,49424.058729
No,No,1229.920104,44275.472449
No,Yes,1577.346273,20591.963458
No,No,920.818165,29377.54835
No,No,1075.777299,26945.498172
No,No,907.295599,64043.201163
No,No,108.380401,29221.802562
No,Yes,1004.546775,13669.644404
No,No,853.87041,55781.221207
No,Yes,275.161643,26246.212955
No,Yes,789.084883,15961.015236
No,No,609.010958,45877.532669
No,No,1164.588778,40769.809451
No,No,0.0,66328.596034
No,No,629.359184,35317.537091
No,Yes,1236.679382,28618.144879
No,Yes,1016.784847,17151.755109
No,Yes,1165.493396,32946.271516
No,No,628.908964,36033.949102
No,No,1430.291365,53031.825226
No,No,632.848871,29405.954099
No,No,701.809948,34678.76489
No,Yes,655.174971,26790.166549
No,No,1322.968902,30834.178669
No,No,1012.414422,53204.073055
No,No,884.503628,39825.845439
No,No,1061.178405,30742.188636
No,No,1175.863867,66784.796685
No,Yes,1432.311739,7366.218315
No,No,728.671899,36279.60155
No,No,247.86202,49427.07818
No,No,1385.502386,43041.68148
No,Yes,964.189449,27387.793642
No,Yes,1328.705703,5000.0
No,No,1104.768877,13658.719054
No,No,540.03323,35790.983497
No,No,340.266945,34978.470836
No,No,752.356344,41868.589959
No,Yes,1349.325459,20195.073235
No,No,218.368644,34167.922821
No,No,1080.653568,45959.563656
No,Yes,457.332501,16252.551747
No,No,0.0,36571.368698
No,No,114.916329,46547.324966
No,No,1595.154805,37468.380756
No,No,638.06966,40005.109967
No,No,1187.493421,36677.364037
No,Yes,1165.773487,18980.87736
No,Yes,1134.047327,16868.661756
No,No,1426.829156,43263.356136
No,No,576.735876,48405.150455
No,Yes,926.695911,21959.975109
No,Yes,924.927143,24986.178932
No,No,692.728246,37736.682961
No,No,1162.434503,59702.516863
No,Yes,833.21971,22588.194773
No,No,525.023588,46443.32755
No,Yes,921.783419,22667.478514
No,No,506.032131,39973.044227
No,No,651.050787,37586.139612
No,Yes,1243.975755,16250.390773
No,Yes,1440.51335,22367.942972
No,Yes,1284.694406,28976.340155
No,No,618.960255,50944.950521
No,Yes,1445.61542,5000.0
No,No,0.0,40092.588408
No,No,175.220035,45606.830055
No,No,695.015723,58077.584075
No,No,695.883908,36917.623236
No,No,856.365963,35921.321924
No,Yes,786.644745,22945.930343
No,No,654.161381,44088.703559
No,No,362.113179,46893.794738
No,No,1045.423593,21451.555703
No,No,134.261794,52984.425146
No,No,1214.221506,68171.089197
No,Yes,1182.235425,27861.96562
No,No,914.896893,31556.671249
No,Yes,454.360399,8609.524516
No,Yes,689.409387,20418.216687
No,No,1125.167551,40122.845738
No,No,535.189976,49588.240711
No,Yes,11.607964,13308.359016
No,No,901.984476,32801.559105
No,No,394.792633,58600.397593
No,No,50.362348,19028.709018
No,No,303.82335,13204.103323
No,Yes,506.638912,10375.217817
No,No,399.588342,31351.363468
No,Yes,390.42433,24355.817413
No,No,781.693422,56018.843912
No,Yes,594.735127,21631.649554
No,Yes,1582.6608,26254.781034
No,Yes,837.134782,49253.712992
No,No,931.43829,48714.59676
No,Yes,101.226865,18408.361256
No,Yes,1370.429059,17674.086241
No,No,0.0,63523.897769
No,No,417.082842,61480.49144
Yes,No,1670.173793,34229.31295
No,No,847.593358,23421.834823
No,No,531.79865,40755.838882
No,No,0.0,42883.356134
No,No,1103.731949,28118.606507
No,Yes,684.126188,21662.540194
No,No,1191.990042,40219.330262
No,No,1140.123542,54852.369457
No,Yes,270.19779,19920.362849
No,No,288.709817,48294.96497
No,No,1931.804554,43734.155876
No,Yes,1182.749757,19427.768504
No,Yes,765.996054,13445.014074
No,No,636.519705,34552.734612
No,No,1172.57801,35346.80025
No,No,941.818589,63729.855517
Yes,Yes,1594.140191,17800.288128
No,Yes,408.891922,7286.916155
No,No,376.515972,48650.071453
No,No,960.494908,53103.686533
No,No,1075.649779,51765.810358
No,No,569.702869,59534.14486
No,No,1527.992449,35188.353414
No,No,776.172761,37988.170999
No,No,173.509829,44639.344089
No,No,1102.52771,47473.743408
No,No,255.294954,33439.581011
No,No,575.337325,46473.925982
No,No,45.310665,54628.925525
No,Yes,894.79873,16770.476858
No,Yes,1216.885373,16870.220964
No,Yes,885.329285,28678.290681
No,No,712.972787,45414.613455
No,Yes,359.815564,28280.858662
No,No,1113.492776,38068.191342
No,No,598.010463,50691.847515
No,Yes,905.344427,16005.459112
No,No,1611.683686,57067.911703
No,No,619.622893,38068.647312
Yes,No,1831.90325,51663.018199
No,Yes,1063.613467,29905.182296
No,No,1076.455611,56216.28544
No,No,654.694968,43145.481274
No,No,645.390814,48846.573634
No,Yes,750.513884,8636.905644
No,No,862.69273,29887.923543
No,No,1242.086603,31446.755307
No,No,1033.27907,45566.881189
No,Yes,988.631205,23818.001798
Yes,Yes,1389.046547,19177.113326
No,Yes,343.50217,13690.65383
No,Yes,625.897077,14788.462185
No,No,257.058814,44084.914294
No,No,1159.459725,38199.479902
No,Yes,730.306687,29395.805471
No,No,788.896194,30445.273016
No,No,868.973127,44714.778998
No,Yes,680.144287,25770.117556
No,No,895.3173,36375.747195
No,No,610.827518,32618.714447
No,Yes,1309.800389,28414.100951
No,Yes,749.265052,23916.079988
No,No,1008.520423,50865.677082
No,No,47.833832,42368.537224
No,No,127.580804,38800.386345
No,No,1362.745274,41769.891752
No,Yes,889.929938,20622.491826
No,No,289.157163,30185.813911
No,No,229.721893,58075.735301
No,No,388.74523,28993.78297
No,No,1093.31207,32295.08995
No,Yes,431.862754,17360.512894
No,Yes,910.515714,22961.142793
No,No,259.037161,41940.035413
No,No,601.661308,38835.319346
No,Yes,1511.027833,13328.148863
No,No,37.293328,60351.517737
No,No,1284.378588,49601.106177
No,No,260.049621,41844.00552
No,No,863.85736,37461.448454
No,Yes,750.140452,31048.267072
Yes,No,1188.887328,63556.166686
No,No,1113.953595,47871.735653
No,No,619.062248,40367.205287
No,Yes,393.300295,24485.163563
No,No,212.322902,43076.889952
No,No,1173.475052,49474.081105
No,Yes,684.283425,14161.278298
No,No,677.359306,24654.360015
No,Yes,710.221407,27740.167135
No,No,372.062324,52643.754323
No,No,1279.324379,41926.836352
No,Yes,1258.041575,23439.251111
No,Yes,0.0,15930.549029
No,No,752.06631,51914.266713
No,Yes,228.620081,29355.641404
No,No,1139.389418,28118.692579
No,No,647.140117,29044.474098
No,No,1418.782943,41932.437652
No,Yes,406.108031,38772.485691
No,No,1061.575389,35622.259028
Yes,No,1689.899312,32934.773436
No,No,0.0,45444.01389
No,No,470.501208,33488.120038
No,No,702.099601,36618.378487
Yes,No,1327.351561,39626.065715
No,No,694.318714,25586.988432
No,No,0.0,33049.677708
No,No,796.847944,43956.359431
No,Yes,1336.103334,36634.508367
No,Yes,926.089131,22553.436748
No,Yes,622.835744,23237.659731
Yes,No,2084.525703,45046.168257
No,No,368.35436,51809.382583
No,Yes,667.213753,17907.528266
No,No,652.485949,59725.592358
No,No,1625.509621,39693.808525
No,No,870.428378,48799.288484
No,No,1210.393513,43705.42526
No,No,1008.322381,38382.90268
No,No,636.403686,52916.60945
No,No,761.493023,25764.627679
No,Yes,266.686046,19711.00705
No,No,757.198163,48499.061123
No,Yes,1222.868735,25535.034786
No,No,243.543936,31872.504314
No,No,709.098582,32630.24535
No,Yes,1265.807426,22752.38241
No,Yes,1047.510329,11315.504856
No,No,582.133722,39802.841618
No,No,726.79492,41998.293788
No,Yes,1514.47997,15818.514207
No,Yes,1029.702463,15947.513171
No,No,701.238168,44756.787094
No,No,695.592701,36505.289359
No,Yes,878.142872,24956.827971
No,No,636.397407,44366.907822
No,Yes,1017.926946,16891.592369
Yes,Yes,1960.830508,21008.624595
No,No,1021.245661,29797.983528
No,No,740.066336,47909.954042
No,No,270.278456,65784.287086
No,Yes,1365.200209,20345.019361
No,No,105.307552,40925.133766
No,Yes,709.01299,11449.325063
No,No,574.825937,34240.710689
No,No,544.464638,42551.80257
No,No,373.276276,56346.861397
No,No,910.898829,18994.068681
No,No,289.392393,44154.194613
No,No,0.0,55048.844361
No,No,851.497908,25726.217332
No,Yes,961.413701,34185.255649
No,No,350.205432,49611.591201
No,Yes,1063.045095,14025.99933
No,Yes,1186.136403,36935.642019
No,Yes,1206.044772,29828.60218
No,No,596.642024,45649.004205
No,No,1433.427963,52283.924776
No,Yes,1413.578774,13612.242909
No,No,665.778624,52641.510752
No,Yes,516.388992,24560.209547
No,No,68.58545,37992.618195
No,No,174.428653,20873.290782
No,No,509.309184,40556.924106
No,Yes,567.402483,30079.675724
No,No,220.402429,35150.437924
No,Yes,1178.981949,33949.436887
No,Yes,392.110362,11516.058569
No,No,951.81623,41098.052233
No,No,27.666334,36623.288996
No,No,999.107119,12089.959303
No,No,650.274452,44513.06066
No,No,0.0,29619.310259
No,No,402.945103,67646.096189
No,No,1392.857898,34931.545924
No,No,545.289049,36463.284482
No,No,303.652103,51858.090229
Yes,No,2274.552696,34456.873514
No,No,1055.320027,63983.700706
No,No,92.568081,52442.646596
No,No,625.979717,34965.204901
No,No,128.339436,40690.535057
No,No,256.590202,21071.304291
No,No,1568.246732,50942.162253
No,No,275.906698,35284.744009
No,No,1135.543075,57094.239677
No,Yes,1178.621784,22004.437358
No,Yes,1302.905785,25391.625844
No,No,699.242724,37315.994589
No,Yes,1358.806344,5000.0
No,Yes,1737.114246,20617.837503
No,No,1167.622894,39440.47975
No,No,759.576103,39166.253271
No,No,1020.78094,43626.747135
No,No,1102.35782,46119.813454
No,No,1553.519043,36225.411077
No,Yes,772.481492,32266.925612
No,No,884.863884,29501.632473
No,No,0.0,46070.776557
No,No,1099.224246,61921.779641
Yes,Yes,1710.255096,21877.025656
No,No,973.290921,50747.165549
No,Yes,1181.143834,42735.018076
No,No,896.553558,46894.725226
No,Yes,1005.275547,44617.968597
No,Yes,1191.004609,25431.736665
No,No,0.0,33334.092119
No,No,1091.213644,26925.371086
No,Yes,753.948746,23695.422691
Yes,No,1507.174625,20651.467388
No,No,1781.078818,52825.56007
No,No,0.0,49023.914051
No,No,883.817614,46650.033451
No,No,1122.179656,28044.202691
No,No,1157.691356,39966.796178
No,No,1166.150189,53151.127549
No,No,467.591466,36382.147084
No,No,344.297984,41556.516897
No,No,946.00336,43796.765825
No,No,972.603335,42657.082393
No,No,249.842286,44976.555522
No,Yes,686.092044,37315.518123
No,No,872.322304,34999.776244
No,Yes,1764.059679,21530.810586
No,Yes,882.394472,21935.008209
No,No,1030.49442,41499.665084
No,No,281.445906,35452.031075
No,No,862.869177,43653.837945
No,Yes,1286.159597,18096.484558
No,No,115.967777,35455.024744
No,No,0.853994,41974.141105
Yes,No,1787.191083,51264.045965
No,Yes,1168.395281,16465.558917
No,Yes,374.04894,18878.518617
No,No,683.989369,43179.093994
No,No,1015.942811,62995.333316
No,No,531.470374,29169.021371
No,No,497.194595,27531.00555
No,No,142.560584,27341.338752
No,No,657.631285,35401.473753
No,No,545.302666,42332.937709
No,No,924.342217,33116.620286
No,No,57.27072,38172.913453
Yes,Yes,1708.676187,36648.811527
No,Yes,809.182877,28932.041464
No,No,1363.365291,34304.741245
No,No,768.300944,42247.27044
No,No,824.754107,38959.386087
No,No,896.187739,33166.302584
No,No,749.446385,59523.030438
No,No,316.844012,43423.415466
No,Yes,240.248373,17335.374659
No,Yes,1257.545084,23567.910752
No,No,365.189267,30881.868256
No,No,475.422644,43527.730865
No,Yes,779.319561,26911.653954
No,No,956.567284,50152.05245
No,No,547.43853,46932.636479
No,No,870.222676,39579.881136
No,No,523.067435,36566.077578
No,No,0.0,50536.375849
No,No,1044.339657,43975.42487
No,No,767.373416,46611.951268
No,No,572.981944,35912.49599
No,No,160.171103,46674.675965
No,No,772.362724,41432.119852
No,No,198.126439,42103.637181
No,No,928.160603,43965.136273
No,No,552.784425,38599.75953
No,Yes,1223.783057,16803.173181
No,Yes,804.186776,28440.126041
No,No,806.167285,50907.258082
No,No,281.34412,35154.426804
Yes,Yes,1667.242277,14828.439451
No,Yes,1423.008027,5104.57072
No,No,312.938288,41410.498854
No,Yes,992.795048,32548.78497
No,Yes,622.946515,27507.780396
No,Yes,171.8809,32783.938407
No,No,1292.941459,44089.414382
No,No,411.433234,29478.313072
No,Yes,715.835594,22551.430438
No,No,1083.296647,44172.145303
No,No,1622.813947,51300.140375
No,Yes,359.836635,15106.385628
No,No,491.188759,49119.975728
No,No,0.0,56657.366523
No,Yes,387.03999,34660.772622
No,No,644.859088,44785.717703
No,Yes,1042.310721,8514.609839
No,No,599.807144,47839.013719
No,No,393.580309,53515.454273
No,Yes,1081.535644,12624.493347
No,No,938.001113,26355.163415
No,No,607.450048,29244.846315
No,No,673.844134,34713.136961
No,No,772.640001,36594.664385
No,No,190.30645,32567.845214
No,No,427.555551,53040.757621
No,No,828.514156,51680.682791
No,No,1236.914504,46714.022471
Yes,No,2542.645706,24036.15513
No,No,823.805501,46872.196825
Yes,Yes,2001.316217,13529.098852
No,No,638.157937,40721.363969
No,No,1204.115988,23894.234444
No,No,1073.665324,40164.931983
No,No,703.292567,36738.962596
No,No,349.975015,44569.007835
No,No,186.685037,44933.698084
No,Yes,844.401653,10814.380589
No,No,528.657678,54846.932624
No,No,484.659285,50717.883584
No,No,261.463821,44655.453153
No,No,994.75223,31414.352656
Yes,Yes,1486.650071,15455.13742
No,Yes,752.776574,30000.644678
No,No,437.904769,34829.962818
No,No,22.978046,54824.300008
No,No,1064.24741,31841.45396
No,No,504.135002,26667.223896
No,No,1464.434928,42007.087557
No,No,1131.670439,32286.529219
No,No,1096.39113,41042.114915
No,Yes,920.614127,19146.816407
No,No,402.974073,44072.444872
No,Yes,1152.868945,25033.069196
No,No,652.087964,34855.726447
No,No,1325.393379,40796.837653
No,Yes,478.244008,21599.44698
No,No,801.28607,17843.063997
No,Yes,679.020618,10326.006944
No,No,581.381282,45498.155405
No,No,1642.339305,53641.113156
No,No,673.896349,45204.971131
No,Yes,879.993358,19786.772839
No,No,1122.596568,59817.809359
No,No,730.454738,36469.673593
No,No,1007.401638,51165.63206
No,No,603.012703,43463.403105
No,No,1130.210058,27008.11244
No,No,38.943061,47887.276084
No,Yes,797.511227,29057.892835
No,No,918.677712,33487.734539
No,Yes,712.471396,17254.661542
No,No,1476.101629,40767.555319
No,No,228.614952,39627.102004
No,No,388.861417,33528.559955
No,Yes,1417.296471,21923.611442
No,No,444.589116,49106.120609
No,Yes,15.314414,10987.335736
No,Yes,769.930882,5000.0
No,No,671.224145,40656.32505
No,Yes,485.444387,11885.370004
No,No,241.451337,42720.350742
No,No,640.542947,33372.342999
Yes,Yes,1226.940962,38761.630184
No,No,842.729998,57809.853759
Yes,No,1375.918005,36167.706262
No,No,979.269164,33764.186312
No,Yes,1143.484845,13899.927668
No,No,701.702475,48766.729926
No,Yes,598.391368,20520.337545
No,No,466.570276,48490.837386
No,Yes,612.151824,34645.823636
No,Yes,1634.296906,45377.784431
No,No,0.0,39016.554598
No,No,949.454475,48737.938355
No,No,897.376687,42430.208496
No,No,1313.181805,44308.022197
No,Yes,1272.778837,34925.282137
